2026-03-26 00:23,anish,-500
2026-03-26 00:24,waffles,-1000
2026-03-26 00:25,waffles,500
2026-03-26 00:26,Waf,-1500
2026-03-26 00:27,Waf,1000
2026-03-26 00:41,Anish,2000
2026-03-26 00:46,Anish,4000
2026-03-26 00:47,wafa,8000
2026-03-26 00:48,wafa,16000
2026-03-26 00:49,Anish,32000
2026-03-26 00:49,Anish,-64000
